2017-02-25 11:31:08,524	INFO	main	<module>	Line:13	app started
2017-02-25 11:31:08,541	INFO	_internal	_log	Line:87	 * Running on http://0.0.0.0:8080/ (Press CTRL+C to quit)
2017-02-25 11:31:12,965	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:12] "GET /account/borrow/68229f7a1c39f48a5f4e1936167a9703 HTTP/1.1" 200 -
2017-02-25 11:31:13,926	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:13] "GET /account/summary/68229f7a1c39f48a5f4e1936167a9703 HTTP/1.1" 200 -
2017-02-25 11:31:14,741	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:14] "GET /account/borrow/68229f7a1c39f48a5f4e1936167a9703 HTTP/1.1" 200 -
2017-02-25 11:31:16,018	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:16] "GET /account/summary/68229f7a1c39f48a5f4e1936167a9703 HTTP/1.1" 200 -
2017-02-25 11:31:20,024	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:20] "GET /login/68229f7a1c39f48a5f4e1936167a9703 HTTP/1.1" 200 -
2017-02-25 11:31:26,058	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:26] "OPTIONS /login/ HTTP/1.1" 200 -
2017-02-25 11:31:26,076	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:26] "POST /login/ HTTP/1.1" 200 -
2017-02-25 11:31:33,920	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:33] "GET /signup/ HTTP/1.1" 405 -
2017-02-25 11:31:39,862	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:39] "GET /signup/ HTTP/1.1" 405 -
2017-02-25 11:31:41,928	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:41] "GET /signup/long@126.co HTTP/1.1" 200 -
2017-02-25 11:31:42,043	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:42] "GET /signup/long@126.com HTTP/1.1" 200 -
2017-02-25 11:31:42,692	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:42] "GET /signup/long@126.com HTTP/1.1" 200 -
2017-02-25 11:31:47,900	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:47] "GET /signup/long@126.com HTTP/1.1" 200 -
2017-02-25 11:31:47,953	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:47] "OPTIONS /signup/ HTTP/1.1" 200 -
2017-02-25 11:31:47,985	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:31:47] "POST /signup/ HTTP/1.1" 200 -
2017-02-25 11:34:53,056	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:34:53] "OPTIONS /login/ HTTP/1.1" 200 -
2017-02-25 11:34:53,106	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:34:53] "POST /login/ HTTP/1.1" 200 -
2017-02-25 11:46:59,146	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:46:59] "GET /account/borrow/75936d50fcf20bba77c9aff2d69780eb HTTP/1.1" 200 -
2017-02-25 11:46:59,784	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:46:59] "GET /account/summary/75936d50fcf20bba77c9aff2d69780eb HTTP/1.1" 200 -
2017-02-25 11:48:59,254	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:48:59] "GET /favicon.ico HTTP/1.1" 404 -
2017-02-25 11:49:00,428	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:49:00] "GET /favicon.ico HTTP/1.1" 404 -
2017-02-25 11:49:16,183	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:49:16] "OPTIONS /login/ HTTP/1.1" 200 -
2017-02-25 11:49:16,214	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:49:16] "POST /login/ HTTP/1.1" 200 -
2017-02-25 11:54:51,134	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:54:51] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 11:54:51,233	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:54:51] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 500 -
2017-02-25 11:55:14,925	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:55:14] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 11:55:14,978	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 11:55:14] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 500 -
2017-02-25 12:02:39,981	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:02:39] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:02:40,017	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:02:40] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 500 -
2017-02-25 12:03:57,438	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,455	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,461	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,473	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,483	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,492	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "OPTIONS /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,585	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,626	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,669	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,716	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,745	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:03:57,772	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:03:57] "POST /account/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:04:03,552	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:04:03] "GET /account/borrow/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:04:07,808	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:04:07] "GET /account/summary/9fb26fd958098dc40805db8153f4201d HTTP/1.1" 200 -
2017-02-25 12:04:41,756	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:04:41] "GET / HTTP/1.1" 200 -
2017-02-25 12:04:42,289	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:04:42] "GET /swagger.json HTTP/1.1" 200 -
2017-02-25 12:04:53,677	INFO	_internal	_log	Line:87	192.168.99.1 - - [25/Feb/2017 12:04:53] "POST /login/ HTTP/1.1" 200 -
